air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_w,overstrain_minnm,temp_diff_k,type_encoded,failure,failure_type,equip_type
298.96133851402226,307.9895916406309,1558.9384989689497,38.312855797477106,86.87107143118666,6254.637226237083,3328.2788327153876,9.02825312660866,1,1,4,M
301.03523404246516,311.2327688483183,1641.3600124553107,32.447365083387794,87.75647257948083,5577.1445656220885,2847.4663042167244,10.197534805853138,1,1,4,M
299.35351717564475,310.1279520228113,1598.8213619111837,40.92792143053497,88.82212333006461,6852.487457665614,3635.304884946172,10.77443484716656,1,1,4,M
296.5154768422456,306.08439693458513,1541.8746187355218,37.09789950254305,89.79949167561732,5990.002419460415,3331.3725175615027,9.56892009233951,1,1,4,M
300.93810987802794,311.4622110183899,1537.301210448824,45.886953666958625,90.93989247836026,7387.148234880137,4172.954632632716,10.52410114036195,1,1,4,M
300.4273673096626,311.3035486437075,1512.0059500472316,41.415846277225796,91.77259779731371,6557.656413395195,3800.8398028352153,10.876181334044873,1,1,4,M
300.0656004650419,309.50975361517834,1687.9632115627855,36.73282773421031,92.5210212687914,6493.008287760141,3398.558736059723,9.444153150136458,1,1,4,M
302.41994480409613,312.2152831523232,1485.4315506738476,37.77878351412,93.37198853894087,5876.6419573857975,3527.4801412955408,9.795338348227062,1,1,4,M
300.0252456031407,310.07424773745055,1478.9884633617817,38.63788270562039,93.92989268189179,5984.208602026999,3629.252175994446,10.04900213430983,1,1,4,M
299.03275999947607,308.739963345289,1522.421555451242,41.20130235301711,94.66572436597347,6568.625265032838,3900.351132069852,9.707203345812957,1,1,4,M
299.32502841106935,309.7194755657265,1615.6343820147208,41.38002224152024,95.59187063404279,7001.037831765843,3955.593732945216,10.394447154657144,1,1,4,M
297.6474667180373,307.20603644767976,1617.3974531103997,32.9468765468651,96.7756334886098,5580.326648947163,3188.4548492938907,9.558569729642443,1,1,4,M
299.3131932945158,308.8447114731989,1610.621913443,38.98873995918504,97.90940727069585,6575.99419951579,3817.3644196351015,9.531518178683086,1,1,4,M
297.2832844078631,307.2560355467812,1559.7876300309924,27.843280058295818,98.65065745551858,4547.9374763897395,2746.757883469012,9.972751138918113,1,1,4,M
299.3353419148992,308.6301541977534,1641.770595264531,43.93655308730446,99.28833539570655,7553.827684590127,4362.387219063551,9.294812282854252,1,1,4,M
297.3154521074426,306.95315888504445,1524.6241264051619,43.63361522367197,99.99128527459216,6966.467309561631,4362.981267391971,9.637706777601863,1,1,4,M
297.6349249683542,308.43157218315787,1570.7940146058895,38.63330796176441,101.01852243922218,6354.915083779539,3902.679687236879,10.79664721480367,1,1,4,M
301.3286785341762,311.83766720248764,1602.128288925874,27.409227268521477,102.20087281204604,4598.568909370023,2801.2469499466274,10.508988668311417,1,1,4,M
300.2469870243493,309.6299217943525,1525.5779543558929,38.06616191175506,103.07214250957982,6081.379596860784,3923.560865361157,9.382934770003203,1,1,4,M
298.9497369098742,309.13490897889096,1503.4516233656957,39.607347574842294,103.80524830503082,6235.823809152591,4111.4505497101645,10.185172069016744,1,1,4,M
299.8984825245604,310.5995239101032,1606.1283342128406,37.55566358945022,104.507266602657,6316.613465821738,3924.8397471823723,10.701041385542794,1,1,4,M
299.1469705808204,308.65648754517866,1590.816030417601,31.091187006849303,105.33924136249153,5179.476650692644,3275.1220523608595,9.509516964358284,1,1,4,M
298.7367575832836,307.9078874435788,1659.7797055769145,35.79337921908762,106.29538602868773,6221.308961330588,3804.671061364128,9.171129860295196,1,1,4,M
299.0252611809406,308.3418045057465,1552.703899730076,47.31897972613689,107.16977311096062,7694.008003006075,5071.164321092236,9.316543324805878,1,1,4,M
299.5961968049393,308.83296210486765,1518.3097133299375,40.408436084289924,108.08733318678333,6424.820975852933,4367.640094599483,9.236765299928322,1,1,4,M
298.08284352100725,308.8702146539265,1635.7250823685183,27.81254712831021,108.7969589341062,4764.0871277730985,3025.920547771659,10.787371132919247,1,1,4,M
298.32634652323316,308.10981457097853,1528.7794163308963,34.88538393665485,109.51402612100837,5584.919937879314,3820.4388476802246,9.783468047745373,1,1,4,M
302.39715789447973,313.14829518858636,1429.3216825875104,39.81270492192449,110.68726198786015,5959.094670249354,4406.759300138426,10.751137294106627,1,1,4,M
302.8438397520141,312.669437591786,1497.4399604443713,36.22568534430271,111.34127638848067,5680.605722450147,4033.4140442821417,9.825597839771888,1,1,4,M
299.76672115362743,309.929983741208,1496.1718562231642,31.04832292182082,112.08445162365183,4864.612437425706,3480.034248526346,10.163262587580562,1,1,4,M
301.11717943314994,311.5216612568025,1618.2475497048722,41.18916279468866,113.24466242631138,6980.017969911471,4664.452836306902,10.404481823652532,1,1,4,M
301.52001196729753,310.75520604170475,1570.0882411775524,43.20711293499447,114.34306835751357,7104.081368399119,4940.433867856882,9.235194074407218,1,1,4,M
300.9576859916073,311.21804546010395,1525.794763069535,34.470394752965795,115.27772684512618,5507.709109674214,3973.668750576062,10.260359468496631,1,1,4,M
298.1302663903807,308.4744926529161,1573.2567197722722,38.0043864156458,115.84000578078661,6261.262887147019,4402.428342083657,10.344226262535415,1,1,4,M
296.04337394324216,305.9373473212572,1562.6694524763232,41.83859526440981,116.3484929155261,6846.566568410394,4867.857504716749,9.893973378015062,1,1,4,M
298.5875051581862,308.6691404010921,1445.7342122487532,80.0,119.92501734567514,12111.754613984294,9594.00138765401,10.081635242905861,1,1,4,M
299.4093526029656,310.3242024166201,1609.7044271360908,80.0,122.92473427281074,13485.42827397789,9833.97874182486,10.914849813654484,1,1,4,M
301.2708194703126,311.4965992579108,1569.6902607215354,80.0,124.9403531284373,13150.206377317927,9995.228250274984,10.225779787598242,1,1,4,M
302.2143846881771,311.50386673543403,1502.9038322395015,80.0,128.06718109998516,12590.697702441505,10245.374487998813,9.28948204725691,1,1,4,M
302.91427663007664,312.73667882133145,1594.685512751762,80.0,131.34599622284668,13359.606111058685,10507.679697827734,9.82240219125481,1,1,4,M
303.5629736988407,312.7651236832374,1524.853121127952,80.0,133.91134063920612,12774.579635037442,10712.90725113649,9.20214998439667,1,1,4,M
297.7404921113016,308.40093813257886,1657.0858267948065,80.0,136.72177443785162,13882.369759536887,10937.74195502813,10.660446021277266,1,1,4,M
299.36357477691985,309.88688583235074,1513.616977155281,80.0,139.18490571058152,12680.447935412853,11134.79245684652,10.523311055430895,1,1,4,M
