air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_w,overstrain_minnm,temp_diff_k,type_encoded,failure,failure_type,equip_type
300.6501277156572,310.2062760825195,1488.29925287222,33.339065225452806,64.42291651788804,5196.037783743242,2147.7998158037703,9.55614836686226,0,0,0,L
301.1828676736744,310.9754887576378,1778.7280403749662,27.661348616182817,65.31291923343812,5152.423110706508,1806.6434280567237,9.792621083963354,0,0,0,L
301.8770638069288,311.38303228612324,1568.4207428818725,37.80905509118435,65.63138048986458,6209.934495461775,2481.4604806517714,9.50596847919445,0,0,0,L
297.7972200713183,307.0402456547378,1554.1565180353043,40.767414042415695,66.20910562462149,6634.9329178423295,2699.174022376978,9.243025583419524,0,0,0,L
299.1362979571394,309.2684585527922,1523.0224898538615,44.73600007226623,67.05552773277442,7134.968906455853,2999.7960934992466,10.132160595652806,0,0,0,L
303.33921758290603,312.8982102909898,1468.606277822996,44.112545260051476,67.6583678984466,6784.160521094284,2984.5828161414397,9.558992708083792,0,0,0,L
300.1622671960194,310.9920084825035,1550.9214098125453,44.45947349840249,68.17616661493571,7220.756911275307,3031.0764728394065,10.82974128648408,0,0,0,L
297.7663218846723,307.3999276483849,1539.9373536806577,28.620827267360628,68.62874279784076,4615.447913630749,1964.21139319312,9.63360576371258,0,0,0,L
302.29772043558717,312.1954842766605,1587.8995146046104,37.22879864827679,68.94606146310988,6190.57024499478,2566.779039801834,9.897763841073356,0,0,0,L
300.1135193882554,310.6320213703426,1480.0645059152637,33.90074646067121,69.27293281296133,5254.344245270156,2348.4041318793134,10.51850198208723,0,0,0,L
299.61829012789605,309.7999685749144,1526.657105371601,36.393195642808614,69.9393777437201,5818.222338968605,2545.3174573635,10.181678447018328,0,0,0,L
301.7573057576291,312.75437159779625,1454.4232457368778,38.899704499561075,70.75989279125493,5924.691307869082,2752.5389200004383,10.997065840167124,0,0,0,L
302.1715300441044,312.0642782140153,1533.9295282243424,37.446403243362276,71.18135830068239,6015.11777819592,2665.4858463376054,9.89274816991093,0,0,0,L
299.25525867789776,309.76155712777796,1484.2790063152825,31.177539750066742,71.52530174983673,4846.028951471171,2229.9829384410527,10.506298449880205,0,0,0,L
299.7964825436223,309.1744597426093,1615.1246487159126,37.71361918370357,71.88184509102514,6378.710242206605,2710.924531984894,9.377977198987026,0,0,0,L
298.62173621845284,307.97972698059795,1400.0,40.926160442291916,72.62289172644168,6000.088499306602,2972.1761185795463,9.357990762145107,0,0,0,L
300.12523175378516,309.48270525449504,1419.7727231743893,40.88170670626781,73.29619229681138,6078.220687629008,2996.473436164449,9.357473500709887,0,0,0,L
298.05934938675716,307.51249882661017,1651.7860090455051,36.0263307194406,74.29325425123156,6231.6410959412,2676.5133478783546,9.453149439853007,0,0,0,L
298.5794743103569,308.4175987193444,1591.0608368057347,43.42420070095185,75.07485016222013,7235.144964466488,3260.0653610381346,9.83812440898754,0,0,0,L
301.08588264348526,310.17889661227014,1594.6637292335602,27.59945404091514,75.53596525296972,4608.909976936096,2084.7514014355006,9.093013968784874,0,0,0,L
300.907670187901,310.92701704427986,1473.2341864046077,38.74702384152766,76.1717597584809,5977.763873348377,2951.4289914129763,10.019346856378888,0,0,0,L
298.6497993018587,307.67967649682816,1576.2698812588612,36.042289318153784,76.98017362516143,5949.378008638682,2774.5416895597796,9.029877194969458,0,0,0,L
299.4331969943939,310.10233406730185,1712.6040715614997,41.21607303738895,77.54305741599933,7391.833928866409,3196.020318000273,10.669137072907972,0,0,0,L
297.06076483597894,306.1011222872195,1538.273785288453,41.664169920906225,78.34477357133687,6711.583392682514,3264.1699584911025,9.040357451240538,0,0,0,L
298.2778559614145,307.4108790210297,1481.374620909945,47.07290744998379,79.15312539034876,7302.381887963665,3725.967745876849,9.133023059615198,0,0,0,L
299.44751594273333,308.96250590965286,1499.4801520472872,39.02861153797382,79.6361868456326,6128.4753111485,3108.0898007636956,9.51498996691953,0,0,0,L
297.93967012521233,308.19991018875197,1578.0141248003015,35.2494609822171,80.32806447245979,5824.947086251096,2831.520974398991,10.26024006353964,0,0,0,L
296.0,305.0318503455531,1564.5158074631718,42.17127908823504,80.9876496785791,6909.161545424493,3415.352777295568,9.031850345553096,0,0,0,L
299.35431243046776,310.33215221348433,1446.231078659064,34.77683068331303,81.96669260687031,5266.914992227746,2850.5417904602946,10.977839783016577,0,0,0,L
300.78457367096115,311.39214653884505,1484.849997060499,30.825100643658615,82.43058707608671,4793.0913225127115,2540.931142736238,10.607572867883903,0,0,0,L
300.5087673484578,310.6834881095334,1519.131427482961,34.82860778371344,83.19870912152808,5540.6418876946445,2897.695208104963,10.174720761075605,0,0,0,L
298.9466426232175,309.17371798285814,1502.2364494638232,34.499710256831726,84.16794468043453,5427.281662020494,2903.7697043880326,10.22707535964065,0,0,0,L
299.4352122712585,308.50700120043,1561.5749453667024,43.72378743184131,84.52505829444236,7150.0524000564155,3695.7556815301928,9.071788929171532,0,0,0,L
299.37803119768904,309.22181617432994,1535.48639050161,31.668181215057764,85.15575016330558,5092.109228382922,2696.727727675746,9.843784976640904,0,0,0,L
299.36949761029524,310.2308051184988,1690.3981562482354,38.42377161012876,86.098030421007,6801.702314325047,3308.211056978691,10.861307508203538,0,0,0,L
301.8373405959813,312.68597321096206,1586.5938346560374,29.904963140281666,86.79200073191062,4968.641377833428,2595.511582759086,10.848632614980772,0,0,0,L
298.1717468654312,308.30790143333576,1660.2658088741744,39.68642470962684,87.7634434636347,6899.986133199356,3483.0172912771304,10.136154567904555,0,0,0,L
299.7088791149093,310.24518944910886,1554.6999262383672,44.12790063261275,88.67212848700372,7184.366224696778,3912.9148747567706,10.536310334199584,0,0,0,L
298.68208863744474,309.3049935349324,1510.418360165774,38.337414254181375,89.25272754678011,6063.853379382862,3421.7187892764946,10.622904897487672,0,0,0,L
299.42516963786267,309.0313743421667,1527.133622269799,32.98707847394221,90.053632484007,5275.328521519519,2970.6062416134905,9.606204704304048,0,0,0,L
299.90979187279294,309.4972322429516,1703.300876743002,47.4656505872139,90.59637048949922,8466.412529591471,4300.215666124347,9.587440370158674,0,0,0,L
299.6530351362021,309.07281351999984,1432.1730033751858,39.52372147916915,91.30489931848133,5927.641516680453,3608.7094103472373,9.419778383797734,0,0,0,L
298.7271011904273,309.32500538423307,1505.3748080073153,30.80773666833916,91.61050551446402,4856.608050334846,2822.31232994304,10.597904193805789,0,0,0,L
302.023023714896,312.5582215712731,1575.2837389938527,40.335913964264165,91.97735149955311,6653.946580918991,3709.9905367468577,10.535197856377124,0,0,0,L
300.67866211900264,311.06872320061603,1484.4513947209682,43.70200393805946,92.72220112198683,6793.537106844779,4052.14599857861,10.390061081613396,0,0,0,L
301.7336503588287,310.7712655178965,1506.082130108108,43.36990642853257,93.49666627689263,6840.152096182878,4054.94166780857,9.037615159067798,0,0,0,L
298.4795213756962,308.2135725983207,1537.3493854065061,35.41977338555125,94.14554539090227,5702.259465699229,3334.6138830048876,9.734051222624487,0,0,0,L
300.7705624389435,309.858444395485,1623.4034081109814,42.187744686568955,94.9234053859871,7172.018157713087,4004.604391203708,9.08788195654148,0,0,0,L
297.49814613991776,307.2884848647621,1540.230134695571,41.17241740596977,95.54791506974342,6640.8030622003735,3933.9386415216254,9.790338724844332,0,0,0,L
298.5547331554423,309.3392798213946,1452.000808593149,35.253398324295546,96.14444723174798,5360.390937085944,3389.4184949300256,10.784546665952291,0,0,0,L
